Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating;Day;Month;Year
326-71-2155;C;Naypyitaw;Normal;Female;Sports and travel;73.95;4;0,638194444;310.59.00;03/02/2019;10.02;Cash;295.08.00;4.761.904.762;0,638194444;06.01;3;2;2019
320-32-8842;C;Naypyitaw;Member;Female;Food and beverages;0,959722222;1;1.131;23.751;17/03/2019;18.58;Cash;0,959722222;4.761.904.762;1.131;06.04;17;3;2019
470-32-9057;A;Yangon;Member;Male;Food and beverages;51.34.00;5;12.835;269.535;28/03/2019;15.31;Credit card;256.07.00;4.761.904.762;12.835;09.01;28;3;2019
878-30-2331;C;Naypyitaw;Member;Female;Sports and travel;54.55.00;10;27.275;572.775;02/03/2019;11.22;Credit card;545.05.00;4.761.904.762;27.275;07.01;2;3;2019
440-59-5691;C;Naypyitaw;Member;Female;Health and beauty;37.15.00;7;130.025;2.730.525;08/02/2019;13.12;Credit card;260.05.00;4.761.904.762;130.025;07.07;8;2;2019
554-53-3790;B;Mandalay;Normal;Male;Sports and travel;37.02.00;6;11.106;233.226;22/03/2019;18.33;Cash;222.12.00;4.761.904.762;11.106;04.05;22;3;2019
746-19-0921;C;Naypyitaw;Normal;Male;Food and beverages;21.58;1;1.079;22.659;09/02/2019;10.02;Ewallet;21.58;4.761.904.762;1.079;07.02;9;2;2019
233-34-0817;C;Naypyitaw;Member;Female;Electronic accessories;98.84;1;4.942;103.782;15/02/2019;11.21;Cash;98.84;4.761.904.762;4.942;08.04;15;2;2019
767-05-1286;C;Naypyitaw;Member;Female;Home and lifestyle;83.77;6;25.131;527.751;23/01/2019;12.10;Ewallet;502.62;4.761.904.762;25.131;05.04;23;1;2019
340-21-9136;A;Yangon;Member;Female;Sports and travel;40.05.00;4;08.01;168.21.00;25/01/2019;11.40;Cash;160.02.00;4.761.904.762;08.01;09.07;25;1;2019
405-31-3305;A;Yangon;Member;Male;Fashion accessories;43.13.00;10;21.565;452.865;02/02/2019;18.31;Credit card;431.03.00;4.761.904.762;21.565;05.05;2;2;2019
731-59-7531;B;Mandalay;Member;Male;Health and beauty;72.57.00;8;29.028;609.588;30/03/2019;17.58;Cash;580.56.00;4.761.904.762;29.028;04.06;30;3;2019
676-39-6028;A;Yangon;Member;Female;Electronic accessories;64.44.00;5;16.11;338.31.00;30/03/2019;17.04;Cash;322.02.00;4.761.904.762;16.11;06.06;30;3;2019
502-05-1910;A;Yangon;Normal;Male;Health and beauty;65.18.00;3;9.777;205.317;25/02/2019;20.35;Credit card;195.54.00;4.761.904.762;9.777;06.03;25;2;2019
485-30-8700;A;Yangon;Normal;Female;Sports and travel;33.26.00;5;8.315;174.615;18/03/2019;16.10;Credit card;166.03.00;4.761.904.762;8.315;04.02;18;3;2019
598-47-9715;C;Naypyitaw;Normal;Male;Electronic accessories;84.07.00;4;16.814;353.094;07/03/2019;16.54;Ewallet;336.28.00;4.761.904.762;16.814;04.04;7;3;2019
701-69-8742;B;Mandalay;Normal;Male;Sports and travel;34.37.00;10;17.185;360.885;16/03/2019;10.11;Ewallet;343.07.00;4.761.904.762;17.185;06.07;16;3;2019
575-67-1508;A;Yangon;Normal;Male;Electronic accessories;38.06.00;1;0,10625;40.53.00;29/01/2019;11.26;Ewallet;38.06.00;4.761.904.762;0,10625;06.07;29;1;2019
541-08-3113;C;Naypyitaw;Normal;Male;Food and beverages;65.97;8;26.388;554.148;02/02/2019;20.29;Cash;527.76;4.761.904.762;26.388;08.04;2;2;2019
246-11-3901;C;Naypyitaw;Normal;Female;Electronic accessories;32.08.00;10;16.04;344.04.00;15/02/2019;12.12;Cash;328.00.00;4.761.904.762;16.04;06.02;15;2;2019
674-15-9296;A;Yangon;Normal;Male;Sports and travel;37.14.00;5;9.285;194.985;08/01/2019;13.05;Ewallet;185.07.00;4.761.904.762;9.285;05.00;8;1;2019
305-18-3552;B;Mandalay;Member;Male;Home and lifestyle;60.38.00;10;30.19.00;633.99;12/02/2019;16.19;Cash;603.08.00;4.761.904.762;30.19.00;06.00;12;2;2019
493-65-6248;C;Naypyitaw;Member;Female;Sports and travel;36.98;10;18.49;388.29.00;01/01/2019;19.48;Credit card;369.08.00;4.761.904.762;18.49;07.00;1;1;2019
438-01-4015;B;Mandalay;Member;Female;Sports and travel;49.49.00;4;9.898;207.858;21/03/2019;15.25;Ewallet;197.96;4.761.904.762;9.898;06.06;21;3;2019
709-58-4068;B;Mandalay;Normal;Female;Fashion accessories;41.09.00;10;20.545;431.445;28/02/2019;14.42;Cash;410.09.00;4.761.904.762;20.545;07.03;28;2;2019
795-49-7276;A;Yangon;Normal;Male;Fashion accessories;37.15.00;4;07.43;156.03.00;23/03/2019;18.59;Ewallet;148.06.00;4.761.904.762;07.43;08.03;23;3;2019
556-72-8512;C;Naypyitaw;Normal;Male;Home and lifestyle;0,983333333;1;1.148;24.108;30/01/2019;20.47;Cash;0,983333333;4.761.904.762;1.148;04.03;30;1;2019
627-95-3243;B;Mandalay;Member;Female;Home and lifestyle;77.68;9;34.956;734.076;04/02/2019;13.21;Ewallet;699.12.00;4.761.904.762;34.956;09.08;4;2;2019
686-41-0932;B;Mandalay;Normal;Female;Fashion accessories;34.07.00;2;03.47;72.87;13/03/2019;19.48;Ewallet;69.04.00;4.761.904.762;03.47;08.02;13;3;2019
510-09-5628;A;Yangon;Member;Female;Fashion accessories;0,8375;10;0,432638889;206.43.00;15/03/2019;18.20;Credit card;196.06.00;4.761.904.762;0,432638889;07.02;15;3;2019
608-04-3797;B;Mandalay;Member;Female;Health and beauty;25.32.00;8;10.128;212.688;05/03/2019;20.24;Ewallet;202.56.00;4.761.904.762;10.128;08.07;5;3;2019
148-82-2527;C;Naypyitaw;Member;Female;Home and lifestyle;12.12;10;06.06;127.26.00;05/03/2019;13.44;Credit card;121.02.00;4.761.904.762;06.06;08.04;5;3;2019
437-53-3084;B;Mandalay;Normal;Male;Fashion accessories;99.89;2;9.989;209.769;26/02/2019;11.48;Ewallet;199.78;4.761.904.762;9.989;07.01;26;2;2019
632-32-4574;B;Mandalay;Normal;Male;Sports and travel;75.92;8;30.368;637.728;20/03/2019;14.14;Cash;607.36.00;4.761.904.762;30.368;05.05;20;3;2019
556-97-7101;C;Naypyitaw;Normal;Female;Electronic accessories;63.22.00;2;6.322;132.762;01/01/2019;15.51;Cash;126.44.00;4.761.904.762;6.322;08.05;1;1;2019
862-59-8517;C;Naypyitaw;Normal;Female;Food and beverages;90.24.00;6;27.072;568.512;27/01/2019;11.17;Cash;541.44.00;4.761.904.762;27.072;06.02;27;1;2019
401-18-8016;B;Mandalay;Member;Female;Sports and travel;98.13.00;1;49.065;1.030.365;21/01/2019;17.36;Cash;98.13.00;4.761.904.762;49.065;08.09;21;1;2019
420-18-8989;A;Yangon;Member;Female;Sports and travel;51.52.00;8;20.608;432.768;02/02/2019;15.47;Cash;412.16.00;4.761.904.762;20.608;09.06;2;2;2019
277-63-2961;B;Mandalay;Member;Male;Sports and travel;73.97;1;36.985;776.685;03/02/2019;15.53;Credit card;73.97;4.761.904.762;36.985;05.04;3;2;2019
573-98-8548;C;Naypyitaw;Member;Female;Fashion accessories;31.09.00;1;1.595;33.495;05/01/2019;12.40;Ewallet;31.09.00;4.761.904.762;1.595;09.01;5;1;2019
620-02-2046;C;Naypyitaw;Normal;Male;Home and lifestyle;69.04.00;2;0,315277778;145.74;27/01/2019;19.48;Ewallet;138.08.00;4.761.904.762;0,315277778;09.00;27;1;2019
282-35-2475;B;Mandalay;Normal;Female;Sports and travel;93.31.00;2;9.331;195.951;25/03/2019;17.53;Cash;186.62;4.761.904.762;9.331;06.03;25;3;2019
511-54-3087;B;Mandalay;Normal;Male;Sports and travel;88.45.00;1;44.225;928.725;25/02/2019;16.36;Credit card;88.45.00;4.761.904.762;44.225;09.05;25;2;2019
726-29-6793;A;Yangon;Member;Male;Electronic accessories;24.18.00;8;9.672;203.112;28/01/2019;20.54;Ewallet;193.44.00;4.761.904.762;9.672;09.08;28;1;2019
387-49-4215;B;Mandalay;Member;Female;Sports and travel;48.05.00;3;7.275;152.775;08/01/2019;12.50;Cash;145.05.00;4.761.904.762;7.275;06.07;8;1;2019
862-17-9201;B;Mandalay;Normal;Female;Food and beverages;84.05.00;6;25.215;529.515;29/01/2019;10.48;Credit card;504.03.00;4.761.904.762;25.215;07.07;29;1;2019
291-21-5991;B;Mandalay;Member;Male;Health and beauty;61.29.00;5;153.225;3.217.725;29/03/2019;14.28;Cash;306.45.00;4.761.904.762;153.225;07.00;29;3;2019
602-80-9671;C;Naypyitaw;Member;Female;Home and lifestyle;0,690972222;6;4.785;100.485;09/02/2019;17.15;Credit card;95.07.00;4.761.904.762;4.785;05.01;9;2;2019
347-72-6115;B;Mandalay;Member;Female;Sports and travel;90.74;7;31.759;666.939;16/01/2019;18.03;Credit card;635.18.00;4.761.904.762;31.759;06.02;16;1;2019
209-61-0206;A;Yangon;Normal;Female;Home and lifestyle;42.91;5;107.275;2.252.775;05/01/2019;17.29;Ewallet;214.55.00;4.761.904.762;107.275;06.01;5;1;2019
595-27-4851;A;Yangon;Normal;Female;Fashion accessories;54.28.00;7;18.998;398.958;27/01/2019;18.05;Ewallet;379.96;4.761.904.762;18.998;09.03;27;1;2019
189-52-0236;A;Yangon;Normal;Male;Electronic accessories;99.55.00;7;348.425;7.316.925;14/03/2019;12.07;Cash;696.85;4.761.904.762;348.425;07.06;14;3;2019
503-07-0930;C;Naypyitaw;Member;Male;Sports and travel;58.39.00;7;204.365;4.291.665;23/02/2019;19.49;Credit card;408.73;4.761.904.762;204.365;08.02;23;2;2019
413-20-6708;C;Naypyitaw;Member;Female;Fashion accessories;51.47.00;1;25.735;540.435;18/03/2019;15.52;Ewallet;51.47.00;4.761.904.762;25.735;08.05;18;3;2019
425-85-2085;B;Mandalay;Member;Male;Health and beauty;54.86;5;13.715;288.015;29/03/2019;16.48;Ewallet;274.03.00;4.761.904.762;13.715;09.08;29;3;2019
521-18-7827;C;Naypyitaw;Member;Male;Home and lifestyle;39.39.00;5;98.475;2.067.975;22/01/2019;20.46;Credit card;196.95;4.761.904.762;98.475;08.07;22;1;2019
220-28-1851;A;Yangon;Normal;Male;Home and lifestyle;34.73;2;3.473;72.933;01/03/2019;18.14;Ewallet;69.46.00;4.761.904.762;3.473;09.07;1;3;2019
600-38-9738;C;Naypyitaw;Member;Male;Sports and travel;71.92;5;0,776388889;377.58.00;17/01/2019;15.05;Credit card;359.06.00;4.761.904.762;0,776388889;04.03;17;1;2019
734-91-1155;B;Mandalay;Normal;Female;Electronic accessories;45.71;3;68.565;1.439.865;26/03/2019;10.34;Credit card;137.13.00;4.761.904.762;68.565;07.07;26;3;2019
451-28-5717;C;Naypyitaw;Member;Female;Home and lifestyle;83.17.00;6;24.951;523.971;20/03/2019;11.23;Cash;499.02.00;4.761.904.762;24.951;07.03;20;3;2019
609-81-8548;A;Yangon;Member;Female;Home and lifestyle;37.44.00;6;11.232;235.872;06/02/2019;13.55;Credit card;224.64;4.761.904.762;11.232;05.09;6;2;2019
133-14-7229;C;Naypyitaw;Normal;Male;Health and beauty;62.87;2;6.287;132.027;01/01/2019;11.43;Cash;125.74;4.761.904.762;6.287;05.00;1;1;2019
534-01-4457;A;Yangon;Normal;Male;Food and beverages;81.71;6;24.513;514.773;27/01/2019;14.36;Credit card;490.26.00;4.761.904.762;24.513;08.00;27;1;2019
719-89-8991;A;Yangon;Member;Female;Sports and travel;91.41.00;5;228.525;4.799.025;25/02/2019;16.03;Ewallet;457.05.00;4.761.904.762;228.525;07.01;25;2;2019
286-62-6248;B;Mandalay;Normal;Male;Fashion accessories;39.21.00;4;7.842;164.682;16/01/2019;20.03;Credit card;156.84;4.761.904.762;7.842;09.00;16;1;2019
339-38-9982;B;Mandalay;Member;Male;Fashion accessories;59.86;2;5.986;125.706;13/01/2019;14.55;Ewallet;119.72;4.761.904.762;5.986;06.07;13;1;2019
827-44-5872;B;Mandalay;Member;Female;Food and beverages;54.36.00;10;27.18.00;570.78;07/02/2019;11.28;Credit card;543.06.00;4.761.904.762;27.18.00;06.01;7;2;2019
827-77-7633;A;Yangon;Normal;Male;Sports and travel;98.09.00;9;441.405;9.269.505;17/02/2019;19.41;Cash;882.81;4.761.904.762;441.405;09.03;17;2;2019
287-83-1405;A;Yangon;Normal;Male;Health and beauty;25.43.00;6;7.629;160.209;12/02/2019;19.01;Ewallet;152.58.00;4.761.904.762;7.629;07.00;12;2;2019
435-13-4908;A;Yangon;Member;Male;Fashion accessories;86.68;8;34.672;728.112;24/01/2019;18.04;Credit card;693.44.00;4.761.904.762;34.672;07.02;24;1;2019
857-67-9057;B;Mandalay;Normal;Male;Electronic accessories;0,982638889;10;11.475;240.975;06/02/2019;19.20;Ewallet;229.05.00;4.761.904.762;11.475;08.02;6;2;2019
236-27-1144;C;Naypyitaw;Normal;Female;Food and beverages;16.31;9;73.395;1.541.295;26/03/2019;10.31;Ewallet;146.79;4.761.904.762;73.395;08.04;26;3;2019
892-05-6689;A;Yangon;Normal;Female;Home and lifestyle;28.32.00;5;07.08;148.68;11/03/2019;13.28;Ewallet;141.06.00;4.761.904.762;07.08;06.02;11;3;2019
583-41-4548;C;Naypyitaw;Normal;Male;Home and lifestyle;0,713194444;7;58.345;1.225.245;07/02/2019;11.36;Ewallet;116.69;4.761.904.762;58.345;07.04;7;2;2019
339-12-4827;B;Mandalay;Member;Female;Fashion accessories;73.96;1;3.698;77.658;05/01/2019;11.32;Credit card;73.96;4.761.904.762;3.698;05.00;5;1;2019
643-38-7867;A;Yangon;Normal;Male;Home and lifestyle;97.94;1;4.897;102.837;07/03/2019;11.44;Ewallet;97.94;4.761.904.762;4.897;06.09;7;3;2019
308-81-0538;A;Yangon;Normal;Female;Fashion accessories;73.05.00;4;0,625694444;306.81;25/02/2019;17.16;Credit card;292.02.00;4.761.904.762;0,625694444;04.09;25;2;2019
358-88-9262;C;Naypyitaw;Member;Female;Food and beverages;87.48.00;6;26.244;551.124;01/02/2019;18.43;Ewallet;524.88;4.761.904.762;26.244;05.01;1;2;2019
460-35-4390;A;Yangon;Normal;Male;Home and lifestyle;30.68;3;4.602;96.642;22/01/2019;11.00;Ewallet;92.04.00;4.761.904.762;4.602;09.01;22;1;2019
343-87-0864;C;Naypyitaw;Member;Male;Health and beauty;75.88;1;3.794;79.674;03/01/2019;10.30;Credit card;75.88;4.761.904.762;3.794;07.01;3;1;2019
173-50-1108;B;Mandalay;Member;Female;Sports and travel;20.18;4;4.036;84.756;13/02/2019;12.14;Credit card;80.72;4.761.904.762;4.036;05.00;13;2;2019
243-47-2663;C;Naypyitaw;Member;Male;Electronic accessories;0,803472222;6;5.631;118.251;28/01/2019;16.43;Credit card;112.62;4.761.904.762;5.631;05.05;28;1;2019
841-18-8232;B;Mandalay;Normal;Female;Food and beverages;71.02.00;1;03.56;74.76;05/01/2019;20.40;Credit card;71.02.00;4.761.904.762;03.56;09.02;5;1;2019
701-23-5550;B;Mandalay;Member;Male;Home and lifestyle;38.81;4;7.762;163.002;19/03/2019;13.40;Ewallet;155.24.00;4.761.904.762;7.762;04.09;19;3;2019
647-50-1224;A;Yangon;Normal;Female;Fashion accessories;29.42.00;10;0,632638889;308.91;12/01/2019;16.23;Ewallet;294.02.00;4.761.904.762;0,632638889;08.09;12;1;2019
541-48-8554;A;Yangon;Normal;Male;Sports and travel;60.95;9;274.275;5.759.775;07/01/2019;12.08;Credit card;548.55.00;4.761.904.762;274.275;06.00;7;1;2019
539-21-7227;B;Mandalay;Normal;Female;Sports and travel;51.54.00;5;12.885;270.585;26/01/2019;17.45;Cash;257.07.00;4.761.904.762;12.885;04.02;26;1;2019
213-32-1216;A;Yangon;Normal;Female;Electronic accessories;66.06.00;6;19.818;416.178;23/01/2019;10.28;Cash;396.36.00;4.761.904.762;19.818;07.03;23;1;2019
747-58-7183;B;Mandalay;Normal;Male;Fashion accessories;57.27.00;3;85.905;1.804.005;09/02/2019;20.31;Ewallet;171.81;4.761.904.762;85.905;06.05;9;2;2019
582-52-8065;B;Mandalay;Normal;Female;Fashion accessories;54.31.00;9;244.395;5.132.295;22/02/2019;10.49;Cash;488.79;4.761.904.762;244.395;08.09;22;2;2019
210-57-1719;B;Mandalay;Normal;Female;Health and beauty;58.24.00;9;26.208;550.368;05/02/2019;12.34;Cash;524.16.00;4.761.904.762;26.208;09.07;5;2;2019
399-69-4630;C;Naypyitaw;Normal;Male;Electronic accessories;22.21;6;6.663;139.923;07/03/2019;10.23;Credit card;133.26.00;4.761.904.762;6.663;08.06;7;3;2019
134-75-2619;A;Yangon;Member;Male;Electronic accessories;19.32;7;6.762;142.002;25/03/2019;18.51;Cash;135.24.00;4.761.904.762;6.762;06.09;25;3;2019
356-44-8813;B;Mandalay;Normal;Male;Home and lifestyle;37.48.00;3;5.622;118.062;20/01/2019;13.45;Credit card;112.44.00;4.761.904.762;5.622;07.07;20;1;2019
198-66-9832;B;Mandalay;Member;Female;Fashion accessories;72.04.00;2;7.204;151.284;04/02/2019;19.38;Cash;144.08.00;4.761.904.762;7.204;09.05;4;2;2019
283-26-5248;C;Naypyitaw;Member;Female;Food and beverages;98.52.00;10;49.26.00;1034.46.00;30/01/2019;20.23;Ewallet;985.02.00;4.761.904.762;49.26.00;04.05;30;1;2019
712-39-0363;A;Yangon;Member;Male;Food and beverages;41.66;6;12.498;262.458;02/01/2019;15.24;Ewallet;249.96;4.761.904.762;12.498;05.06;2;1;2019
218-59-9410;A;Yangon;Member;Female;Home and lifestyle;72.42.00;3;10.863;228.123;29/03/2019;16.54;Ewallet;217.26.00;4.761.904.762;10.863;08.02;29;3;2019
174-75-0888;B;Mandalay;Normal;Male;Electronic accessories;21.58;9;9.711;203.931;14/03/2019;12.32;Cash;194.22.00;4.761.904.762;9.711;07.03;14;3;2019
866-99-7614;C;Naypyitaw;Normal;Male;Food and beverages;89.02.00;10;44.06.00;936.06.00;11/02/2019;15.42;Credit card;892.00.00;4.761.904.762;44.06.00;04.04;11;2;2019
134-54-4720;B;Mandalay;Normal;Female;Electronic accessories;42.42.00;8;16.968;356.328;30/01/2019;13.58;Ewallet;339.36.00;4.761.904.762;16.968;05.07;30;1;2019
760-90-2357;A;Yangon;Member;Male;Electronic accessories;74.51.00;6;22.353;469.413;20/03/2019;15.08;Ewallet;447.06.00;4.761.904.762;22.353;05.00;20;3;2019
514-37-2845;B;Mandalay;Normal;Male;Fashion accessories;99.25.00;2;9.925;208.425;20/03/2019;13.02;Cash;198.05.00;4.761.904.762;9.925;09.00;20;3;2019
698-98-5964;A;Yangon;Normal;Female;Food and beverages;81.21.00;10;40.605;852.705;17/01/2019;13.01;Credit card;812.01.00;4.761.904.762;40.605;06.03;17;1;2019
718-57-9773;C;Naypyitaw;Normal;Female;Sports and travel;49.33.00;10;24.665;517.965;03/02/2019;16.40;Credit card;493.03.00;4.761.904.762;24.665;09.04;3;2;2019
651-88-7328;A;Yangon;Normal;Female;Fashion accessories;65.74;9;29.583;621.243;01/01/2019;13.55;Cash;591.66;4.761.904.762;29.583;07.07;1;1;2019
241-11-2261;B;Mandalay;Normal;Female;Fashion accessories;79.86;7;27.951;586.971;10/01/2019;10.33;Credit card;559.02.00;4.761.904.762;27.951;05.05;10;1;2019
408-26-9866;C;Naypyitaw;Normal;Female;Sports and travel;73.98;7;25.893;543.753;02/03/2019;16.42;Ewallet;517.86;4.761.904.762;25.893;04.01;2;3;2019
834-83-1826;B;Mandalay;Member;Female;Home and lifestyle;82.04.00;5;20.51;430.71;25/02/2019;17.16;Credit card;410.02.00;4.761.904.762;20.51;07.06;25;2;2019
343-61-3544;B;Mandalay;Member;Male;Sports and travel;26.67;10;13.335;280.035;29/01/2019;11.48;Cash;266.07.00;4.761.904.762;13.335;08.06;29;1;2019
239-48-4278;A;Yangon;Member;Male;Food and beverages;10.13;7;35.455;744.555;10/03/2019;19.35;Ewallet;70.91;4.761.904.762;35.455;08.03;10;3;2019
355-34-6244;B;Mandalay;Normal;Male;Food and beverages;72.39.00;2;7.239;152.019;13/01/2019;19.55;Credit card;144.78;4.761.904.762;7.239;08.01;13;1;2019
550-84-8664;A;Yangon;Normal;Male;Sports and travel;85.91;5;214.775;4.510.275;22/03/2019;14.33;Credit card;429.55.00;4.761.904.762;214.775;08.06;22;3;2019
339-96-8318;B;Mandalay;Member;Male;Fashion accessories;81.31.00;7;284.585;5.976.285;01/03/2019;19.49;Ewallet;569.17.00;4.761.904.762;284.585;06.03;1;3;2019
458-61-0011;B;Mandalay;Normal;Male;Food and beverages;60.03.00;4;12.06;253.26.00;20/02/2019;18.43;Cash;241.02.00;4.761.904.762;12.06;05.08;20;2;2019
592-34-6155;C;Naypyitaw;Normal;Male;Food and beverages;31.77;4;6.354;133.434;14/01/2019;14.43;Ewallet;127.08.00;4.761.904.762;6.354;06.02;14;1;2019
797-88-0493;A;Yangon;Normal;Female;Health and beauty;64.27.00;4;12.854;269.934;26/03/2019;13.54;Cash;257.08.00;4.761.904.762;12.854;07.07;26;3;2019
207-73-1363;B;Mandalay;Normal;Male;Health and beauty;69.51.00;2;6.951;145.971;01/03/2019;12.15;Ewallet;139.02.00;4.761.904.762;6.951;08.01;1;3;2019
390-31-6381;C;Naypyitaw;Normal;Male;Food and beverages;27.22.00;3;4.083;85.743;07/01/2019;12.37;Cash;81.66;4.761.904.762;4.083;07.03;7;1;2019
443-82-0585;A;Yangon;Member;Female;Health and beauty;77.68;4;15.536;326.256;01/02/2019;19.54;Cash;310.72;4.761.904.762;15.536;08.04;1;2;2019
339-18-7061;C;Naypyitaw;Member;Female;Fashion accessories;92.98;2;9.298;195.258;13/02/2019;15.06;Credit card;185.96;4.761.904.762;9.298;08.00;13;2;2019
359-90-3665;B;Mandalay;Member;Female;Fashion accessories;18.08;4;3.616;75.936;14/01/2019;18.03;Credit card;72.32.00;4.761.904.762;3.616;09.05;14;1;2019
375-72-3056;B;Mandalay;Normal;Male;Sports and travel;63.06.00;3;9.459;198.639;19/01/2019;15.58;Ewallet;189.18.00;4.761.904.762;9.459;07.00;19;1;2019
127-47-6963;A;Yangon;Normal;Male;Health and beauty;51.71;4;10.342;217.182;09/03/2019;13.53;Credit card;206.84;4.761.904.762;10.342;09.08;9;3;2019
278-86-2735;A;Yangon;Normal;Female;Food and beverages;52.34.00;3;7.851;164.871;27/03/2019;14.03;Cash;157.02.00;4.761.904.762;7.851;09.02;27;3;2019
695-28-6250;A;Yangon;Normal;Female;Sports and travel;43.06.00;5;10.765;226.065;04/02/2019;16.38;Ewallet;215.03.00;4.761.904.762;10.765;07.07;4;2;2019
379-17-6588;C;Naypyitaw;Normal;Male;Fashion accessories;59.61;10;29.805;625.905;14/03/2019;11.07;Cash;596.01.00;4.761.904.762;29.805;05.03;14;3;2019
227-50-3718;A;Yangon;Normal;Male;Health and beauty;0,626388889;5;3.655;76.755;04/03/2019;12.23;Cash;73.01.00;4.761.904.762;3.655;04.04;4;3;2019
302-15-2162;C;Naypyitaw;Member;Male;Health and beauty;46.53.00;6;13.959;293.139;03/03/2019;10.54;Credit card;279.18.00;4.761.904.762;13.959;04.03;3;3;2019
788-07-8452;C;Naypyitaw;Member;Female;Home and lifestyle;24.24.00;7;8.484;178.164;27/01/2019;17.38;Ewallet;169.68;4.761.904.762;8.484;09.04;27;1;2019
560-49-6611;A;Yangon;Member;Female;Sports and travel;45.58.00;1;2.279;47.859;07/02/2019;14.13;Cash;45.58.00;4.761.904.762;2.279;09.08;7;2;2019
880-35-0356;A;Yangon;Member;Female;Sports and travel;75.02.00;3;11.28;236.88;05/02/2019;11.51;Ewallet;225.06.00;4.761.904.762;11.28;04.08;5;2;2019
585-11-6748;B;Mandalay;Member;Male;Sports and travel;96.08.00;3;14.52;304.92;15/03/2019;13.05;Cash;290.04.00;4.761.904.762;14.52;05.03;15;3;2019
470-31-3286;B;Mandalay;Normal;Male;Health and beauty;0,640277778;3;2.223;46.683;01/03/2019;11.30;Credit card;44.46.00;4.761.904.762;2.223;08.07;1;3;2019
152-68-2907;A;Yangon;Normal;Male;Food and beverages;52.02.00;3;0,349305556;164.43.00;15/02/2019;13.30;Credit card;156.06.00;4.761.904.762;0,349305556;09.05;15;2;2019
123-35-4896;C;Naypyitaw;Normal;Female;Sports and travel;46.66;9;20.997;440.937;17/02/2019;19.11;Ewallet;419.94;4.761.904.762;20.997;05.03;17;2;2019
258-69-7810;C;Naypyitaw;Normal;Female;Fashion accessories;36.85;5;92.125;1.934.625;26/01/2019;18.53;Cash;184.25.00;4.761.904.762;92.125;09.02;26;1;2019
334-64-2006;A;Yangon;Member;Female;Home and lifestyle;70.32.00;2;7.032;147.672;24/03/2019;14.22;Ewallet;140.64;4.761.904.762;7.032;09.06;24;3;2019
219-61-4139;C;Naypyitaw;Normal;Male;Electronic accessories;83.08.00;1;4.154;87.234;23/01/2019;17.16;Ewallet;83.08.00;4.761.904.762;4.154;06.04;23;1;2019
881-41-7302;C;Naypyitaw;Normal;Female;Fashion accessories;64.99;1;32.495;682.395;26/01/2019;10.06;Credit card;64.99;4.761.904.762;32.495;04.05;26;1;2019
373-09-4567;C;Naypyitaw;Normal;Male;Food and beverages;77.56.00;10;38.78;814.38.00;14/03/2019;20.35;Ewallet;775.06.00;4.761.904.762;38.78;06.09;14;3;2019
642-30-6693;B;Mandalay;Normal;Female;Sports and travel;54.51.00;6;16.353;343.413;17/03/2019;13.54;Ewallet;327.06.00;4.761.904.762;16.353;07.08;17;3;2019
484-22-8230;C;Naypyitaw;Member;Female;Fashion accessories;51.89;7;181.615;3.813.915;08/01/2019;20.08;Cash;363.23.00;4.761.904.762;181.615;04.05;8;1;2019
830-58-2383;B;Mandalay;Normal;Male;Home and lifestyle;31.75;4;06.35;133.35.00;08/02/2019;15.26;Cash;127.00.00;4.761.904.762;06.35;08.06;8;2;2019
559-98-9873;A;Yangon;Member;Female;Fashion accessories;53.65;7;187.775;3.943.275;10/02/2019;12.56;Ewallet;375.55.00;4.761.904.762;187.775;05.02;10;2;2019
544-32-5024;C;Naypyitaw;Member;Female;Food and beverages;49.79;4;9.958;209.118;28/03/2019;19.16;Credit card;199.16.00;4.761.904.762;9.958;06.04;28;3;2019
318-12-0304;A;Yangon;Normal;Male;Fashion accessories;30.61;1;15.305;321.405;23/01/2019;12.20;Ewallet;30.61;4.761.904.762;15.305;05.02;23;1;2019
349-97-8902;B;Mandalay;Member;Male;Food and beverages;57.89;2;5.789;121.569;17/01/2019;10.37;Ewallet;115.78;4.761.904.762;5.789;08.09;17;1;2019
421-95-9805;A;Yangon;Normal;Female;Electronic accessories;28.96;1;1.448;30.408;07/02/2019;10.18;Credit card;28.96;4.761.904.762;1.448;06.02;7;2;2019
277-35-5865;C;Naypyitaw;Member;Female;Food and beverages;98.97;9;445.365;9.352.665;09/03/2019;11.23;Cash;890.73;4.761.904.762;445.365;06.07;9;3;2019
789-23-8625;B;Mandalay;Member;Male;Fashion accessories;93.22.00;3;13.983;293.643;24/01/2019;11.45;Cash;279.66;4.761.904.762;13.983;07.02;24;1;2019
284-54-4231;C;Naypyitaw;Member;Male;Sports and travel;80.93;1;40.465;849.765;19/01/2019;16.08;Credit card;80.93;4.761.904.762;40.465;09.00;19;1;2019
443-59-0061;A;Yangon;Member;Male;Food and beverages;67.45.00;10;33.725;708.225;03/02/2019;11.25;Ewallet;674.05.00;4.761.904.762;33.725;04.02;3;2;2019
509-29-3912;A;Yangon;Member;Female;Sports and travel;38.72;9;17.424;365.904;20/03/2019;12.24;Ewallet;348.48.00;4.761.904.762;17.424;04.02;20;3;2019
